Date,SKU,Predicted_Demand
2025-08-22,SKU020,7.49
2025-08-22,SKU021,6.94
2025-08-22,SKU022,7.88
2025-08-22,SKU023,7.58
2025-08-22,SKU024,10.25
2025-08-22,SKU025,10.62
2025-08-22,SKU026,6.77
2025-08-22,SKU027,7.02
2025-08-22,SKU028,7.36
2025-08-22,SKU029,7.36
2025-08-22,SKU030,7.42
2025-08-22,SKU031,11.35
2025-08-22,SKU032,10.12
2025-08-22,SKU033,7.65
2025-08-22,SKU034,7.92
2025-08-22,SKU035,7.81
2025-08-22,SKU036,7.79
2025-08-22,SKU037,8.01
2025-08-22,SKU038,11.48
2025-08-22,SKU039,12.0
2025-08-22,SKU040,7.85
2025-08-22,SKU041,7.81
2025-08-22,SKU042,8.04
2025-08-22,SKU043,7.45
2025-08-22,SKU044,8.08
2025-08-22,SKU045,11.19
2025-08-22,SKU046,11.4
2025-08-22,SKU047,8.95
2025-08-22,SKU048,8.2
2025-08-22,SKU049,8.48
2025-08-22,SKU050,7.68
2025-08-23,SKU001,7.73
2025-08-23,SKU002,10.64
2025-08-23,SKU003,11.27
2025-08-23,SKU004,8.87
2025-08-23,SKU005,9.19
2025-08-23,SKU006,9.92
2025-08-23,SKU007,9.84
2025-08-23,SKU008,9.57
2025-08-23,SKU009,11.67
2025-08-23,SKU010,11.82
2025-08-23,SKU011,10.12
2025-08-23,SKU012,9.93
2025-08-23,SKU013,10.15
2025-08-23,SKU014,10.11
2025-08-23,SKU015,10.17
2025-08-23,SKU016,14.06
2025-08-23,SKU017,13.01
2025-08-23,SKU018,9.4
2025-08-23,SKU019,9.77
2025-08-23,SKU020,9.57
2025-08-23,SKU021,9.39
2025-08-23,SKU022,8.54
2025-08-23,SKU023,12.48
2025-08-23,SKU024,12.65
2025-08-23,SKU025,10.01
2025-08-23,SKU026,9.85
2025-08-23,SKU027,10.05
2025-08-23,SKU028,9.93
2025-08-23,SKU029,10.09
2025-08-23,SKU030,14.22
2025-08-23,SKU031,13.83
2025-08-23,SKU032,10.32
2025-08-23,SKU033,11.23
2025-08-23,SKU034,10.96
2025-08-23,SKU035,22.65
2025-08-23,SKU036,21.77
2025-08-23,SKU037,22.57
2025-08-23,SKU038,22.15
2025-08-23,SKU039,22.42
2025-08-23,SKU040,24.32
2025-08-23,SKU041,25.67
2025-08-23,SKU042,22.67
2025-08-23,SKU043,23.04
2025-08-23,SKU044,22.84
2025-08-23,SKU045,22.17
2025-08-23,SKU046,22.36
2025-08-23,SKU047,24.7
2025-08-23,SKU048,24.54
2025-08-23,SKU049,21.86
2025-08-23,SKU050,22.59
2025-08-24,SKU001,21.95
2025-08-24,SKU002,21.93
2025-08-24,SKU003,20.87
2025-08-24,SKU004,23.59
2025-08-24,SKU005,25.15
2025-08-24,SKU006,21.95
2025-08-24,SKU007,22.46
2025-08-24,SKU008,21.37
2025-08-24,SKU009,21.67
2025-08-24,SKU010,22.65
2025-08-24,SKU011,25.98
2025-08-24,SKU012,25.9
2025-08-24,SKU013,22.94
2025-08-24,SKU014,22.56
2025-08-24,SKU015,21.88
2025-08-24,SKU016,21.03
2025-08-24,SKU017,21.96
2025-08-24,SKU018,24.23
2025-08-24,SKU019,25.78
2025-08-24,SKU020,22.99
2025-08-24,SKU021,23.11
2025-08-24,SKU022,21.73
2025-08-24,SKU023,22.4
2025-08-24,SKU024,20.95
2025-08-24,SKU025,24.62
2025-08-24,SKU026,25.78
2025-08-24,SKU027,21.59
2025-08-24,SKU028,22.58
2025-08-24,SKU029,22.27
2025-08-24,SKU030,21.58
2025-08-24,SKU031,22.05
2025-08-24,SKU032,25.97
2025-08-24,SKU033,25.14
2025-08-24,SKU034,22.69
2025-08-24,SKU035,22.85
2025-08-24,SKU036,22.1
2025-08-24,SKU037,22.25
2025-08-24,SKU038,22.22
2025-08-24,SKU039,28.17
2025-08-24,SKU040,28.79
2025-08-24,SKU041,23.32
2025-08-24,SKU042,23.07
2025-08-24,SKU043,23.07
2025-08-24,SKU044,23.47
2025-08-24,SKU045,22.89
2025-08-24,SKU046,35.25
2025-08-24,SKU047,35.93
2025-08-24,SKU048,25.48
2025-08-24,SKU049,25.13
2025-08-24,SKU050,24.73
2025-08-25,SKU001,24.82
2025-08-25,SKU002,25.46
2025-08-25,SKU003,36.92
2025-08-25,SKU004,35.21
2025-08-25,SKU005,24.79
2025-08-25,SKU006,24.13
2025-08-25,SKU007,24.39
2025-08-25,SKU008,25.59
2025-08-25,SKU009,25.02
2025-08-25,SKU010,34.97
2025-08-25,SKU011,34.45
2025-08-25,SKU012,26.34
2025-08-25,SKU013,25.51
2025-08-25,SKU014,25.45
2025-08-25,SKU015,27.09
2025-08-25,SKU016,25.11
2025-08-25,SKU017,34.86
2025-08-25,SKU018,32.68
2025-08-25,SKU019,26.45
2025-08-25,SKU020,25.72
2025-08-25,SKU021,26.02
2025-08-25,SKU022,25.3
2025-08-25,SKU023,26.28
2025-08-25,SKU024,32.54
2025-08-25,SKU025,33.19
2025-08-25,SKU026,26.28
2025-08-25,SKU027,26.71
2025-08-25,SKU028,26.67
2025-08-25,SKU029,27.08
2025-08-25,SKU030,26.51
2025-08-25,SKU031,31.62
2025-08-25,SKU032,31.8
2025-08-25,SKU033,26.89
2025-08-25,SKU034,26.63
2025-08-25,SKU035,26.91
2025-08-25,SKU036,27.6
2025-08-25,SKU037,26.56
2025-08-25,SKU038,32.56
2025-08-25,SKU039,31.3
2025-08-25,SKU040,26.72
2025-08-25,SKU041,26.18
2025-08-25,SKU042,27.54
2025-08-25,SKU043,27.16
2025-08-25,SKU044,26.98
2025-08-25,SKU045,30.01
2025-08-25,SKU046,30.3
2025-08-25,SKU047,26.83
2025-08-25,SKU048,25.9
2025-08-25,SKU049,26.82
2025-08-25,SKU050,26.42
2025-08-26,SKU001,26.76
2025-08-26,SKU002,31.22
2025-08-26,SKU003,30.67
2025-08-26,SKU004,25.78
2025-08-26,SKU005,25.39
2025-08-26,SKU006,26.61
2025-08-26,SKU007,26.73
2025-08-26,SKU008,28.2
2025-08-26,SKU009,29.89
2025-08-26,SKU010,30.67
2025-08-26,SKU011,25.49
2025-08-26,SKU012,25.91
2025-08-26,SKU013,24.95
2025-08-26,SKU014,25.97
2025-08-26,SKU015,25.24
2025-08-26,SKU016,30.22
2025-08-26,SKU017,29.04
2025-08-26,SKU018,24.79
2025-08-26,SKU019,24.41
2025-08-26,SKU020,24.1
2025-08-26,SKU021,25.22
2025-08-26,SKU022,25.74
2025-08-26,SKU023,30.09
2025-08-26,SKU024,32.17
2025-08-26,SKU025,26.5
2025-08-26,SKU026,26.03
2025-08-26,SKU027,26.83
2025-08-26,SKU028,27.25
2025-08-26,SKU029,27.26
2025-08-26,SKU030,33.83
2025-08-26,SKU031,32.36
2025-08-26,SKU032,23.59
2025-08-26,SKU033,23.73
